Name,Terminal Name,ID,Latitude,Longitude
"St. Mary & St. Michael Church, Stepney",200082,464,51.51417,-0.052099
"Pitfield Street North,Hoxton",200152,465,51.53558,-0.08249
"Whiston Road, Haggerston",200158,466,51.534464,-0.076341
"Southern Grove, Bow",200168,467,51.523538,-0.030556
"Cantrell Road, Bow",200150,468,51.521564,-0.022694
"Lindfield Street, Poplar",022178,469,51.513757,-0.020467
"Mostyn Grove, Bow",200174,470,51.530535,-0.025492
"Hewison Street, Old Ford",200006,471,51.533283,-0.028155
"Malmesbury Road, Bow",200019,472,51.529452,-0.027616
"Millharbour, Millwall",022167,473,51.496137,-0.019355
"Gascoyne Road, Victoria Park",200155,474,51.541515,-0.038557746
"Lightermans Road, Millwall",200004,475,51.499041,-0.020157
"Stebondale Street, Cubitt Town",200009,476,51.489096,-0.009205
"Spindrift Avenue, Millwall",200018,477,51.49109,-0.018716
"Stepney Green Station, Stepney",200012,478,51.521889,-0.04667
"Pott Street, Bethnal Green",200156,479,51.527152,-0.058005
"Flamborough Street, Limehouse",200115,480,51.5128711,-0.0389866
"Saunders Ness Road, Cubitt Town",200022,481,51.487129,-0.0090011
"Exhibition Road Museums 2, South Kensington",200052,482,51.495947,-0.17368958
"Albert Gardens, Stepney",022166,483,51.51328,-0.047784
"Bromley High Street, Bow",022172,484,51.528828,-0.013258
"Old Ford Road, Bethnal Green",022173,485,51.531127,-0.048017
"Granby Street, Shoreditch",022174,486,51.525645,-0.069543
"Canton Street, Poplar",022175,487,51.511811,-0.025626
"Reardon Street, Wapping",022176,488,51.506946,-0.058681
"Christian Street, Whitechapel",022177,489,51.513074,-0.064094
"Pennington Street, Wapping",200090,490,51.508622,-0.065006
"Queen Mary's, Mile End",200249,491,51.522507,-0.041378
"Maplin Street, Mile End",200230,492,51.525501,-0.032267204
"South Quay East, Canary Wharf",200233,494,51.50196,-0.016251
"Bow Church Station, Bow",200252,495,51.528169,-0.018703
"Devons Road, Bow",200255,496,51.52512,-0.015578
"Merchant Street, Bow",200242,497,51.526578,-0.027581
"Bow Road Station, Bow",200251,498,51.527058,-0.025296
"Furze Green, Bow",200011,499,51.519265,-0.021345
"Ansell House, Stepney",200148,500,51.520019,-0.05438
"Cephas Street, Bethnal Green",200073,501,51.522561,-0.054883
"Bonner Gate, Victoria Park",200241,502,51.53341,-0.049591815
"Cleveland Way, Stepney",200250,503,51.520893,-0.051394
"St. John's Park, Cubitt Town",200243,504,51.496454,-0.009506
"Ackroyd Drive, Bow",200038,505,51.520398,-0.026768
"Bell Lane, Liverpool Street",200036,506,51.517475,-0.075855
"Clarkson Street, Bethnal Green",200131,507,51.528692,-0.059091
"Fournier Street, Whitechapel",200157,508,51.519362,-0.074431
"Fore Street Avenue, Guildhall",200253,509,51.517842,-0.090075
"Westferry DLR, Limehouse",200238,510,51.509303,-0.025996
"Sutton Street, Shadwell",200256,511,51.511066,-0.053558
"Pritchard's Road, Bethnal Green",200083,512,51.532091,-0.06142
"Portman Square, Marylebone",200008,514,51.516204,-0.155525
"Russell Gardens, Olympia",200080,515,51.500088,-0.211316
"Chrisp Street Market, Poplar",200089,516,51.5112,-0.014438
"Ford Road, Old Ford",200027,517,51.532513,-0.033085
"Antill Road, Mile End",200041,518,51.528224,-0.037471
"Teviot Street, Poplar",200254,519,51.518811,-0.011662
"Bancroft Road, Bethnal Green",200234,520,51.526041,-0.047218
"Driffield Road, Old Ford",200030,521,51.534137,-0.037366
"Clinton Road, Mile End",200161,522,51.525941,-0.036017
"Langdon Park, Poplar",200160,523,51.51549,-0.013475
"Lancaster Gate , Bayswater",200017,524,51.511654,-0.179668
"Blythe Road, Olympia",200153,525,51.496927,-0.21350087
"Lancaster Drive, Blackwall",200143,526,51.503143,-0.008428
"Hansard Mews, Holland Park",200154,527,51.503802,-0.215808
"Clarges Street, Mayfair",200088,528,51.507326,-0.145827
"Manresa Road, Chelsea",200010,529,51.486892,-0.170983
"Newby Place, Poplar",200146,530,51.508896,-0.012413
"Twig Folly Bridge, Mile End",200167,531,51.530326,-0.042744
"Jubilee Plaza, Canary Wharf",200163,532,51.5034,-0.020242300000006708
"Wellington Row, Bethnal Green",200165,533,51.528222,-0.069743
"Goldsmith's Row, Haggerston",200159,534,51.531864,-0.066035
"Gloucester Avenue, Camden Town",200145,535,51.537349,-0.147154
"Queensbridge Road, Haggerston",200024,536,51.53385,-0.06992
"Old Montague Street, Whitechapel",200239,537,51.51793,-0.067937
"Naval Row, Blackwall",200050,538,51.508981,-0.00699
"Hoxton Station, Hoxton",200151,539,51.531091,-0.075901
"Albany Street, The Regent's Park",200134,540,51.528302,-0.144466
"Green Park Station, Mayfair",200096,541,51.506613,-0.142844
"Salmon Lane, Limehouse",200147,542,51.514115,-0.033828
"Lansdowne Walk, Ladbroke Grove",200065,543,51.509591,-0.204666
"Percival Street, Finsbury",200051,544,51.526153,-0.102208
"Arlington Road, Camden Town",200070,545,51.539957,-0.145246
"New Fetter Lane, Holborn",200044,546,51.517428,-0.107987
"East India DLR, Blackwall",200127,547,51.509474,-0.002275
"Westminster Bridge Road, Elephant & Castle",200076,548,51.498386,-0.107913
"Gaywood  Street, Elephant & Castle",200132,549,51.49605,-0.104193
"Harford Street, Mile End",200102,550,51.521564,-0.039264
"Import Dock, Canary Wharf",200066,551,51.505772,-0.016460175
"Watney Street, Shadwell",200149,552,51.511542,-0.056667
"Regent's Row , Haggerston",200064,553,51.535678,-0.062546
"Aberfeldy Street, Poplar",200078,554,51.513548,-0.005659
"Heron Quays DLR, Canary Wharf",200138,556,51.502661,-0.021596
"King Edward Street, St Pauls",200203,557,51.51601,-0.0985
"Page Street, Westminster",200048,558,51.493978,-0.127554
"Abbotsbury Road, Holland Park",200111,559,51.501391,-0.205991
"Ladbroke Grove Central, Ladbroke Grove",200015,560,51.511624,-0.205921
"Rectory Square, Stepney",200037,561,51.518369,-0.043371
"Bury Place, Holborn",200074,562,51.51742,-0.12318999999999392
"Preston's Road, Cubitt Town",200232,563,51.499286,-0.009152
"Somerset House, Strand",200068,564,51.509943,-0.117619
"Selby Street, Whitechapel",200135,565,51.521905,-0.063386
"Westfield Ariel Way, White City",200141,566,51.509158,-0.224103
"Bishop's Bridge Road West, Bayswater",200110,568,51.51616,-0.18697
"Pitfield Street Central, Hoxton",200248,569,51.53213,-0.08299
"Upper Bank Street, Canary Wharf",200099,570,51.503083,-0.017676
"Westfield Southern Terrace ,Shepherd's Bush",200061,571,51.506256,-0.218337
"Greenland Road, Camden Town",200026,572,51.539099,-0.141728
"Limerston Street, West Chelsea",200001,573,51.485587,-0.18119
"Eagle Wharf Road, Hoxton",200246,574,51.53356,-0.09315
"Alpha Grove, Millwall",200109,576,51.497304,-0.022793
"Globe Town Market, Bethnal Green",200247,577,51.528869,-0.047548
"Hollybush Gardens, Bethnal Green",200244,578,51.527607,-0.057133
"Queen Street 2, Bank",200128,579,51.511246,-0.093051
"Doddington Grove, Kennington",200084,580,51.48692917,-0.102996299
"Abingdon Green, Westminster",200231,583,51.49764,-0.12597218
"Ilchester Gardens, Bayswater",200086,584,51.51244,-0.19096
"Mudchute DLR, Cubitt Town",200092,586,51.490645,-0.014582
"Monument Street, Monument",200101,587,51.50964,-0.08497
"Hoxton Street, Hoxton",200071,588,51.52959,-0.0801
"Drayton Gardens, West Chelsea",200060,589,51.487196,-0.179369
"Greenberry Street, St.John's Wood",200236,590,51.53256,-0.16862
"Westfield Library Corner, Shepherd's Bush",200227,591,51.506093,-0.2242237
"Bishop's Bridge Road East, Bayswater",200108,592,51.5171,-0.18377
"Northdown Street, King's Cross",200058,593,51.531066,-0.11934
"Kingsway Southbound, Strand",200226,594,51.513875,-0.117774
"Hammersmith Road, Hammersmith",200142,595,51.493267,-0.21985
"Parson's Green , Parson's Green",200237,596,51.472817,-0.199783
"Fulham Park Road, Fulham",200229,597,51.473471,-0.20782
"Southerton Road, Hammersmith",200166,598,51.494499,-0.228188
"Manbre Road, Hammersmith",200235,599,51.485743,-0.223616
"South Lambeth Road, Vauxhall",200133,600,51.481747,-0.124642
"BBC White City, White City",200136,601,51.514767,-0.225787
"Union Grove, Wandsworth Road",200211,602,51.472993,-0.133972
"Caldwell Street, Stockwell",200137,603,51.477839,-0.116493
"St Martins Close, Camden Town",200195,604,51.538792,-0.138535
"Seymour Place, Marylebone",200198,605,51.520331,-0.163667
"Addison Road, Holland Park",200218,606,51.504199,-0.210941
"Putney Bridge Station, Fulham",200125,607,51.468814,-0.210279
"Colet Gardens, Hammersmith",200224,608,51.491093,-0.216493
"Sugden Road, Clapham",200208,609,51.46512358,-0.157788279
"Danvers Street, West Chelsea",200222,610,51.48256792,-0.172078187
"Princedale Road , Holland Park",200067,611,51.50646524,-0.208486599
"Wandsworth Rd, Isley Court, Wandsworth Road",200175,612,51.46925984,-0.141812513
"Woodstock Grove, Shepherd's Bush",200214,613,51.50403821,-0.217400093
"London Fields, Hackney Central",200025,614,51.54119,-0.058826101
"Finlay Street, Fulham",200029,615,51.4768851,-0.215895601
"Aintree Street, Fulham",200098,616,51.48102131,-0.209973497
"Elysium Place, Fulham",200028,617,51.47107905,-0.207842908
"Eel Brook Common, Walham Green",300003,618,51.47625965,-0.193254007
"Irene Road, Parsons Green",300012,619,51.4737636,-0.197010096
"Surrey Lane, Battersea",300010,620,51.47518024,-0.167160736
"Wandsworth Town Station, Wandsworth",200091,621,51.46086446,-0.187427294
"Lansdowne Road, Ladbroke Grove",200172,622,51.50748124,-0.205535908
"Nantes Close, Wandsworth",200186,623,51.46193072,-0.180791784
"Courland Grove, Wandsworth Road",200173,624,51.4729184,-0.132102704
"Queen's Circus, Battersea Park",200190,625,51.47761941,-0.149551631
"Normand Park, West Kensington",300008,626,51.48438657,-0.20481514
"Holden Street, Battersea",200007,627,51.4687905,-0.158230901
"William Morris Way, Sands End",200062,628,51.46881971,-0.184318843
"Morie Street, Wandsworth",200187,629,51.45995384,-0.190184054
"Clarence Walk, Stockwell",200194,630,51.47073264,-0.126994068
"Battersea Park Road, Nine Elms",200183,631,51.4795017,-0.141770709
"Sheepcote Lane, Battersea",200176,632,51.47053858,-0.163041605
"Vereker Road, West Kensington",200116,633,51.48959104,-0.209378594
"Brook Green South, Brook Green",300002,634,51.49434708,-0.215804559
"Greyhound Road, Hammersmith",200215,635,51.48606206,-0.214428378
"South Park, Sands End",200180,636,51.46706414,-0.193502076
"Spencer Park, Wandsworth Common",200191,637,51.45787019,-0.174691623
"Falcon Road, Clapham Junction",300014,638,51.46663393,-0.169821175
"Silverthorne Road, Battersea",200179,640,51.47286577,-0.148059277
"Archbishop's Park, Waterloo",300025,641,51.49824168,-0.117495865
"Fawcett Close, Battersea",200192,642,51.46916161,-0.174485792
"All Saints' Road, Portobello",300026,643,51.5190427,-0.204764421
"Rainville Road, Hammersmith",200182,644,51.48373225,-0.223852256
"Great Suffolk Street, The Borough",200200,645,51.50173215,-0.100292412
"Buckingham Gate, Westminster",200178,646,51.49886563,-0.137424571
"Richmond Way, Shepherd's Bush",200181,647,51.50035306,-0.217515071
"Peterborough Road, Sands End",200171,648,51.46904022,-0.19627483
"World's End Place, West Chelsea",300009,649,51.48180515,-0.18027465
"St. Mark's Road, North Kensington",300034,650,51.51687069,-0.213872396
"Thorndike Close, West Chelsea",300030,651,51.48089844,-0.183853573
"Evesham Street, Avondale",300022,652,51.51148696,-0.218190203
"Simpson Street, Clapham Junction",200196,653,51.47084722,-0.17070367
"Ashmole Estate, Oval",200223,654,51.48267821,-0.117661574
"Crabtree Lane, Fulham",200221,655,51.48294452,-0.219346128
"Broomhouse Lane, Parsons Green",200040,656,51.46841875,-0.199135704
"Blythe Road West, Shepherd's Bush",200220,657,51.49968,-0.221791551
"Ethelburga Estate, Battersea Park",300005,658,51.47729232,-0.16478637
"Blackfriars Station, St. Paul's",200212,659,51.511934,-0.10307894
"West Kensington Station, West Kensington",300020,660,51.49087074,-0.206029743
"All Saints Church, Portobello",300023,661,51.51632095,-0.202608612
"Phene Street, Chelsea",200189,662,51.48498496,-0.167919869
"Clarendon Road, Avondale",200124,663,51.51323001,-0.211593602
"Austin Road, Battersea Park",300013,664,51.474376,-0.155442787
"Smugglers Way, Wandsworth",200113,665,51.46108367,-0.191722864
"Harris Academy, Bermondsey",300004,666,51.492668,-0.072350665
"Shepherd's Bush Road North, Shepherd's Bush",200209,667,51.5015946,-0.222293381
"Ravenscourt Park Station, Hammersmith",300037,668,51.49422354,-0.236769936
"Teversham Lane, Stockwell",300036,669,51.47614939,-0.1232585
"Ashley Crescent, Battersea",200169,670,51.46718562,-0.152248582
"Parsons Green Station, Parsons Green",300052,671,51.475089,-0.201968
"Chicheley Street, South Bank",200206,672,51.502698,-0.1167474
"Hibbert Street, Battersea",300051,673,51.46517078,-0.18038939
"Carnegie Street, King's Cross",300035,674,51.53546778,-0.11619105
"Usk Road, Clapham Junction",200126,675,51.46348914,-0.182126248
"Hartington Road, Stockwell",200207,676,51.47787084,-0.126874471
"Heath Road, Battersea",200023,677,51.46866929,-0.146544642
"Esmond Street, Putney",200170,678,51.46231278,-0.211468596
"Orbel Street, Battersea",200114,679,51.47453545,-0.170210533
"Westbridge Road, Battersea",200210,680,51.47768469,-0.170329317
"Bishop's Avenue, Fulham",200043,681,51.47303687,-0.214749808
"Dorothy Road, Clapham Junction",200119,683,51.46506424,-0.163750945
"Neville Gill Close, Wandsworth",200188,684,51.45475251,-0.195197203
"Osiers Road, Wandsworth",200219,685,51.46067005,-0.198735357
"Beryl Road, Hammersmith",200097,686,51.48814438,-0.222456468
"Clements Road, Bermondsey",200216,687,51.4954,-0.061698585
"Northfields, Wandsworth",200204,688,51.46095151,-0.20066766
"Spanish Road, Clapham Junction",200106,689,51.45922541,-0.180884959
"Stanley Grove, Battersea",200199,690,51.47047503,-0.152130083
"Erin Close, Walham Green",200184,691,51.47946386,-0.195777222
"Cadogan Close, Victoria Park",200112,692,51.54211855,-0.028941601
"Felsham Road, Putney",300019,693,51.464786,-0.215618902
"Putney Rail Station, Putney",300033,694,51.46071722,-0.216526155
"Islington Green, Angel",300031,695,51.53638435,-0.102757578
"Charing Cross Hospital, Hammersmith",300018,696,51.48728535,-0.217995921
"Charlotte Terrace, Angel",200129,697,51.53639219,-0.112721065
"Shoreditch Court, Haggerston",200121,698,51.53908372,-0.070329419
"Belford House, Haggerston",200057,699,51.5366541,-0.07023031
"Battersea Church Road, Battersea",200201,700,51.47696496,-0.174347066
"Vicarage Crescent, Battersea",200077,701,51.47287627,-0.176267008
"Durant Street, Bethnal Green",200213,702,51.52868155,-0.065550321
"St. Bride Street, Holborn",200094,703,51.51505991,-0.10534448
"Mexfield Road, East Putney",200063,704,51.45682071,-0.202802098
"Upper Richmond Road, Putney",300042,705,51.45971528,-0.212145939
"Snowsfields, London Bridge",200193,706,51.50215353,-0.083632928
"Barons Court Station, West Kensington",200197,707,51.49021762,-0.215087092
"Montserrat Road , Putney",200205,709,51.46321128,-0.215550761
"Albert Bridge Road, Battersea Park",300045,710,51.47439218,-0.163347594
"Everington Street, Fulham",300028,711,51.48335692,-0.216305546
"Mile End Stadium, Mile End",300056,712,51.51854104,-0.034903714
"Hawley Crescent, Camden Town",200122,713,51.54100708,-0.14326094
"Stewart's Road, Wandsworth Road",300055,714,51.47311696,-0.137235175
"Aylward Street, Stepney",300049,715,51.51563007,-0.049067243
"Stainsby Road , Poplar",300048,716,51.51542791,-0.02356501
"Dunston Road , Haggerston",300024,717,51.53658514,-0.075885686
"Ada Street, Hackney Central",300040,718,51.53571683,-0.060291813
"Victoria Park Road, Hackney Central",300011,719,51.53642464,-0.054162264
"Star Road, West Kensington",300038,720,51.48724429,-0.205279052
"Wendon Street, Old Ford",300039,721,51.53603947,-0.026262677
"Finnis Street, Bethnal Green",300041,722,51.52458353,-0.058631453
"Stephendale Road, Sands End",300053,723,51.46822047,-0.190346493
"Alma Road, Wandsworth",300046,724,51.45799126,-0.184806157
"Walworth Square, Walworth",300050,725,51.491327,-0.096518684
"Alfreda Street, Battersea Park",300047,726,51.47505096,-0.150908371
"Chesilton Road, Fulham",300054,727,51.47569809,-0.20587627
"Putney Bridge Road, East Putney",300044,728,51.46199911,-0.206240805
"St. Peter's Terrace, Fulham",300043,729,51.47893931,-0.208485293
"Bridge Avenue, Hammersmith",300082,730,51.49208492,-0.229116862
"Michael Road, Walham Green",300095,731,51.47727637,-0.189210466
"Duke Street Hill, London Bridge",300083,732,51.50630441,-0.087262995
"Park Lane, Mayfair",300093,733,51.50542628,-0.150817316
"Plough Terrace, Clapham Junction",300094,734,51.46230566,-0.175407201
"Grant Road East, Clapham Junction",200120,735,51.46489445,-0.17302926
"Queensdale Road, Shepherd's Bush",300088,736,51.50659035,-0.216104479
"Fulham Broadway, Walham Green",300086,737,51.47993289,-0.19411695
"Imperial Road, Sands End",300087,738,51.47514228,-0.187278987
"Hortensia Road, West Brompton",300091,739,51.48176572,-0.185273723
"Sirdar Road, Avondale",300084,740,51.51092871,-0.214594781
"Freston Road, Avondale",300085,741,51.5129814,-0.219486603
"Blenheim Crescent, Ladbroke Grove",300090,742,51.51510818,-0.208565479
"Oxford Road, Putney",300078,743,51.46079243,-0.212607684
"Ingrave Street, Clapham Junction",300077,744,51.46745485,-0.172293499
"Upcerne Road, West Chelsea",300075,745,51.47816972,-0.18243547
"Lots Road, West Chelsea",300076,746,51.4795738,-0.17903854
"Ormonde Gate, Chelsea",300089,747,51.48796408,-0.161765173
"Hertford Road, De Beauvoir Town",300092,748,51.53727795,-0.079201849
"Haggerston Road, Haggerston",300081,749,51.53932857,-0.074284675
"Culvert Road, Battersea",300080,750,51.4710956,-0.157850096
"Newton Street, Covent Garden",300074,751,51.51612862,-0.120909408
"London Street, Paddington",300079,752,51.515117,-0.17371276
"Clapham South, Clapham South",300006,753,51.452997,-0.1486519000000044
"Grenfell Road, Avondale",300067,754,51.5129006,-0.214762686
"The Vale, Chelsea",300058,755,51.48512191,-0.174971902
"Prince of Wales Drive, Battersea Park",300073,756,51.47515398,-0.159169801
"Harcourt Terrace, West Brompton",300069,757,51.48795853,-0.187404506
"Westbourne Park Road, Portobello",300057,758,51.51787005,-0.201005397
"Broadley Terrace, Marylebone",300072,759,51.52456169,-0.165668686
"Elgin Avenue, Maida Hill",300071,760,51.524309,-0.20123459999999227
"Humbolt Road, Fulham",300068,761,51.48321729,-0.211860644
"Storey's Gate, Westminster",200202,762,51.50070305,-0.129698963
"Mile End Park Leisure Centre, Mile End",300027,763,51.52059714,-0.032566533
"St. John's Road, Clapham Junction",200185,764,51.46239255,-0.16829214
"Ranelagh Gardens, Fulham",300064,765,51.46760141,-0.20682737
"Ram Street, Wandsworth",200079,766,51.45752945,-0.192165613
"Santos Road, Wandsworth",200177,767,51.45705988,-0.200806304
"Clapham Common North Side, Clapham Common",300065,768,51.46134382,-0.159322467
"Sandilands Road, Walham Green",300001,769,51.473611,-0.191803
"Gwendwr Road, West Kensington",300097,770,51.491026,-0.209121
"Rifle Place, Avondale",300007,771,51.509224,-0.216016
"Binfield Road, Stockwell",300015,772,51.47250956,-0.122831913
"Tallis Street, Temple",300096,773,51.511891,-0.107349
"Hurlingham Park, Parsons Green",300098,774,51.470131,-0.20464
"Little Brook Green, Brook Green",300101,775,51.496664,-0.223868
"Limburg Road, Clapham Junction",300100,777,51.4619230679,-0.165297856693
"Houndsditch, Aldgate",200072,779,51.514449,-0.077178979
"Imperial Wharf Station, Sands End",300070,780,51.474665,-0.18316517
"Victoria & Albert Museum, South Kensington",300032,781,51.495898,-0.173009
"Halford Road, West Kensington",300210,782,51.483911,-0.19760944
"Monier Road, Hackney Wick",300213,783,51.5403115,-0.021630359
"East Village, Queen Elizabeth Olympic Park",300200,784,51.546326,-0.00993526
"Lee Valley VeloPark, Queen Elizabeth Olympic Park",300029,786,51.549369,-0.015717614
"Timber Lodge, Queen Elizabeth Olympic Park",300227,787,51.546805,-0.01469126
"Copper Box Arena, Queen Elizabeth Olympic Park",300226,788,51.544909,-0.0205426
"Podium, Queen Elizabeth Olympic Park",300021,789,51.538718,-0.011889482
"Stratford Station, Stratford",300234,790,51.541793,-0.00481
"Blackfriars Road, Southwark",300214,792,51.505461,-0.10454093
"Cromer Street, Bloomsbury",300205,793,51.528279,-0.11955857
"Victoria Rise, Clapham Common",300204,794,51.461376,-0.14780467
"Euston Square Gardens, Euston",300203,795,51.527068,-0.13186102
"Coram Street, Bloomsbury",300201,796,51.524,-0.12640984
"Ossulston Street, Somers Town",300211,797,51.5293,-0.12827903
"Birkenhead Street, King's Cross",300212,798,51.5301998755,-0.122299440803
"Kings Gate House, Westminster",300202,799,51.4976984561,-0.137598896295
"Sopwith Way, Battersea Park",300248,800,51.4811219398,-0.149035374873
"Lavington Street, Bankside",300208,801,51.5052241745,-0.0980318118664
"Albert Square, Stockwell",300209,802,51.4765900593,-0.118256789081
"Southwark Street, Bankside",300238,803,51.5054099403,-0.0983410884509
"Good's Way, King's Cross",300243,804,51.5346677396,-0.125078652873
"The Metropolitan, Portobello",300244,805,51.520509,-0.20080483
"Handyside Street, King's Cross",300241,806,51.5372405623,-0.124807385707
"Bevington Road West, North Kensington",300236,807,51.5212,-0.208888173
"Gauden Road, Clapham",300207,808,51.464995,-0.13090885
"Lincoln's Inn Fields, Holborn",300240,809,51.5162778834,-0.118272991635
"Tate Modern, Bankside",300237,810,51.5067252868,-0.0988072461627
"Westferry Circus, Canary Wharf",300228,811,51.5057030357,-0.0277727426235
"Here East North, Queen Elizabeth Olympic Park",300217,812,51.5487311915,-0.0226065549321
"New Spring Gardens Walk, Vauxhall",300224,813,51.4878074485,-0.122759625866
"Clapham Road, Lingham Street, Stockwell",300245,814,51.4714330677,-0.123670735702
"Lambeth Palace Road, Waterloo",300231,815,51.5000891978,-0.116628700672
"Here East South, Queen Elizabeth Olympic Park",300219,816,51.5465327935,-0.0205975904647
"Riverlight South, Nine Elms",300232,817,51.4813354746,-0.138212295869
"Westminster Pier, Westminster",300249,818,51.501513,-0.12382322
"Belvedere Road 2, South Bank",300246,819,51.50621,-0.114842
"Victory Place, Walworth",300239,820,51.492807,-0.091938
"Battersea Power Station, Battersea Park",300221,821,51.4835074867,-0.147714557371
"Allington Street, Victoria",300242,826,51.496863,-0.1429434
"Cranmer Road, Stockwell",300247,827,51.479601,-0.11147178
"Normandy Road, Stockwell",300225,828,51.473874,-0.11258096
"Wynne Road, Stockwell",300230,829,51.469217,-0.11268674
"Sidney Road, Stockwell",300229,830,51.469202,-0.11902256
"St John's Crescent, Brixton",300215,831,51.466232,-0.11317995
"Ferndale Road, Brixton",200240,832,51.464019,-0.11578197
"Saltoun Road, Brixton",300206,833,51.460232,-0.11537509
"Gas Holders, Battersea Park",300216,834,51.477966,-0.14785703
"Farringdon Street, Holborn",300220,835,51.516785,-0.10494775
"York Way, Kings Cross",300235,836,51.541596,-0.12544145
"Fore Street, Guildhall",300222,838,51.518093,-0.0914017
"Sea Containers, South Bank",200144,839,51.508033,-0.10682363
"George Row, Bermondsey",002679,840,51.498585,-0.068981764
"Tower Wharf, Bermondsey",002667,841,51.500845,-0.074704305
"Temple Gardens, Temple",300250,842,51.510981,-0.10832249
"Canada Water Station, Rotherhithe",300252,844,51.498439,-0.049150215
"Bermondsey Station, Bermondsey",300253,845,51.497995,-0.063471392
"Burgess Park Albany Road, Walworth",300063,846,51.48224,-0.0942844
"South Bermondsey Station, Bermondsey",300062,847,51.488067,-0.057774596
"Crimscott Street, Bermondsey",300061,849,51.495598,-0.078893
"Brandon Street, Walworth",300060,850,51.489102,-0.0915489
"The Blue, Bermondsey",300059,851,51.492221,-0.06251309999998966
"Coomer Place, West Kensington",200081,852,51.4835707,-0.2020387000000028
"Strand, Strand",001100,857,51.512582,-0.11505729999998948
