Terminal Name,ID,Number of Docks,Name
200181,647,27,"Richmond Way, Shepherd's Bush"
200171,648,30,"Peterborough Road, Sands End"
300009,649,22,"World's End Place, West Chelsea"
300034,650,21,"St. Mark's Road, North Kensington"
300030,651,25,"Thorndike Close, West Chelsea"
300022,652,29,"Evesham Street, Avondale"
200196,653,25,"Simpson Street, Clapham Junction"
200223,654,34,"Ashmole Estate, Oval"
200221,655,27,"Crabtree Lane, Fulham"
200040,656,29,"Broomhouse Lane, Parsons Green"
200220,657,21,"Blythe Road West, Shepherd's Bush"
300005,658,30,"Ethelburga Estate, Battersea Park"
200212,659,35,"Blackfriars Station, St. Paul's"
300020,660,22,"West Kensington Station, West Kensington"
300023,661,37,"All Saints Church, Portobello"
200189,662,24,"Phene Street, Chelsea"
200124,663,24,"Clarendon Road, Avondale"
300013,664,24,"Austin Road, Battersea Park"
200113,665,22,"Smugglers Way, Wandsworth"
300004,666,18,"Harris Academy, Bermondsey"
200209,667,34,"Shepherd's Bush Road North, Shepherd's Bush"
300037,668,26,"Ravenscourt Park Station, Hammersmith"
300036,669,39,"Teversham Lane, Stockwell"
200169,670,28,"Ashley Crescent, Battersea"
300052,671,56,"Parsons Green Station, Parsons Green"
200206,672,24,"Chicheley Street, South Bank"
300051,673,36,"Hibbert Street, Battersea"
300035,674,40,"Carnegie Street, King's Cross"
200126,675,30,"Usk Road, Clapham Junction"
200207,676,35,"Hartington Road, Stockwell"
200023,677,27,"Heath Road, Battersea"
200170,678,30,"Esmond Street, Putney"
200114,679,26,"Orbel Street, Battersea"
200210,680,28,"Westbridge Road, Battersea"
200043,681,46,"Bishop's Avenue, Fulham"
200119,683,28,"Dorothy Road, Clapham Junction"
200188,684,32,"Neville Gill Close, Wandsworth"
200219,685,30,"Osiers Road, Wandsworth"
200097,686,26,"Beryl Road, Hammersmith"
200216,687,23,"Clements Road, Bermondsey"
200204,688,28,"Northfields, Wandsworth"
200106,689,30,"Spanish Road, Clapham Junction"
200199,690,24,"Stanley Grove, Battersea"
200184,691,24,"Erin Close, Walham Green"
200112,692,22,"Cadogan Close, Victoria Park"
300019,693,18,"Felsham Road, Putney"
300033,694,20,"Putney Rail Station, Putney"
300031,695,21,"Islington Green, Angel"
300018,696,21,"Charing Cross Hospital, Hammersmith"
200129,697,25,"Charlotte Terrace, Angel"
200121,698,35,"Shoreditch Court, Haggerston"
200057,699,39,"Belford House, Haggerston"
200201,700,25,"Battersea Church Road, Battersea"
200077,701,30,"Vicarage Crescent, Battersea"
200213,702,24,"Durant Street, Bethnal Green"
200094,703,25,"St. Bride Street, Holborn"
200063,704,18,"Mexfield Road, East Putney"
300042,705,25,"Upper Richmond Road, Putney"
200193,706,31,"Snowsfields, London Bridge"
200197,707,32,"Barons Court Station, West Kensington"
200205,709,23,"Montserrat Road , Putney"
300045,710,20,"Albert Bridge Road, Battersea Park"
300028,711,31,"Everington Street, Fulham"
300056,712,22,"Mile End Stadium, Mile End"
200122,713,22,"Hawley Crescent, Camden Town"
300055,714,28,"Stewart's Road, Wandsworth Road"
300049,715,22,"Aylward Street, Stepney"
300048,716,24,"Stainsby Road , Poplar"
300024,717,43,"Dunston Road , Haggerston"
300040,718,45,"Ada Street, Hackney Central"
300011,719,34,"Victoria Park Road, Hackney Central"
300038,720,23,"Star Road, West Kensington"
300039,721,18,"Wendon Street, Old Ford"
300041,722,19,"Finnis Street, Bethnal Green"
300053,723,48,"Stephendale Road, Sands End"
300046,724,28,"Alma Road, Wandsworth"
300050,725,24,"Walworth Square, Walworth"
300047,726,22,"Alfreda Street, Battersea Park"
300054,727,23,"Chesilton Road, Fulham"
300044,728,29,"Putney Bridge Road, East Putney"
300043,729,24,"St. Peter's Terrace, Fulham"
300082,730,18,"Bridge Avenue, Hammersmith"
300095,731,37,"Michael Road, Walham Green"
300083,732,21,"Duke Street Hill, London Bridge"
300093,733,18,"Park Lane, Mayfair"
300094,734,31,"Plough Terrace, Clapham Junction"
200120,735,28,"Grant Road East, Clapham Junction"
300088,736,28,"Queensdale Road, Shepherd's Bush"
300086,737,26,"Fulham Broadway, Walham Green"
300087,738,37,"Imperial Road, Sands End"
300091,739,28,"Hortensia Road, West Brompton"
300084,740,26,"Sirdar Road, Avondale"
300085,741,23,"Freston Road, Avondale"
300090,742,22,"Blenheim Crescent, Ladbroke Grove"
300078,743,29,"Oxford Road, Putney"
300077,744,30,"Ingrave Street, Clapham Junction"
300075,745,29,"Upcerne Road, West Chelsea"
300076,746,24,"Lots Road, West Chelsea"
300089,747,24,"Ormonde Gate, Chelsea"
300092,748,25,"Hertford Road, De Beauvoir Town"
300081,749,37,"Haggerston Road, Haggerston"
300080,750,27,"Culvert Road, Battersea"
300074,751,24,"Newton Street, Covent Garden"
300079,752,19,"London Street, Paddington"
300006,753,28,"Clapham South, Clapham South"
300067,754,24,"Grenfell Road, Avondale"
300058,755,24,"The Vale, Chelsea"
300073,756,21,"Prince of Wales Drive, Battersea Park"
300069,757,24,"Harcourt Terrace, West Brompton"
300057,758,23,"Westbourne Park Road, Portobello"
300072,759,18,"Broadley Terrace, Marylebone"
300071,760,18,"Elgin Avenue, Maida Hill"
300068,761,26,"Humbolt Road, Fulham"
200202,762,21,"Storey's Gate, Westminster"
300027,763,47,"Mile End Park Leisure Centre, Mile End"
200185,764,33,"St. John's Road, Clapham Junction"
300064,765,39,"Ranelagh Gardens, Fulham"
200079,766,25,"Ram Street, Wandsworth"
200177,767,30,"Santos Road, Wandsworth"
300065,768,37,"Clapham Common North Side, Clapham Common"
300001,769,21,"Sandilands Road, Walham Green"
300097,770,30,"Gwendwr Road, West Kensington"
300007,771,21,"Rifle Place, Avondale"
300015,772,35,"Binfield Road, Stockwell"
300096,773,24,"Tallis Street, Temple"
300098,774,20,"Hurlingham Park, Parsons Green"
300101,775,33,"Little Brook Green, Brook Green"
300100,777,21,"Limburg Road, Clapham Junction"
200072,779,28,"Houndsditch, Aldgate"
300070,780,25,"Imperial Wharf Station, Sands End"
300032,781,30,"Victoria & Albert Museum, South Kensington"
300210,782,24,"Halford Road, West Kensington"
300213,783,27,"Monier Road, Hackney Wick"
300200,784,34,"East Village, Queen Elizabeth Olympic Park"
300029,786,44,"Lee Valley VeloPark, Queen Elizabeth Olympic Park"
300227,787,35,"Timber Lodge, Queen Elizabeth Olympic Park"
300226,788,31,"Copper Box Arena, Queen Elizabeth Olympic Park"
300021,789,40,"Podium, Queen Elizabeth Olympic Park"
300234,790,28,"Stratford Station, Stratford"
300214,792,42,"Blackfriars Road, Southwark"
300205,793,28,"Cromer Street, Bloomsbury"
300204,794,23,"Victoria Rise, Clapham Common"
300203,795,30,"Euston Square Gardens, Euston"
300201,796,29,"Coram Street, Bloomsbury"
300211,797,30,"Ossulston Street, Somers Town"
300212,798,27,"Birkenhead Street, King's Cross"
300202,799,24,"Kings Gate House, Westminster"
300248,800,30,"Sopwith Way, Battersea Park"
300208,801,29,"Lavington Street, Bankside"
300209,802,32,"Albert Square, Stockwell"
300238,803,23,"Southwark Street, Bankside"
300243,804,27,"Good's Way, King's Cross"
300244,805,18,"The Metropolitan, Portobello"
300241,806,27,"Handyside Street, King's Cross"
300236,807,24,"Bevington Road West, North Kensington"
300207,808,28,"Gauden Road, Clapham"
300240,809,28,"Lincoln's Inn Fields, Holborn"
300237,810,30,"Tate Modern, Bankside"
300228,811,36,"Westferry Circus, Canary Wharf"
300217,812,28,"Here East North, Queen Elizabeth Olympic Park"
300224,813,37,"New Spring Gardens Walk, Vauxhall"
300245,814,30,"Clapham Road, Lingham Street, Stockwell"
300231,815,35,"Lambeth Palace Road, Waterloo"
300219,816,28,"Here East South, Queen Elizabeth Olympic Park"
300232,817,26,"Riverlight South, Nine Elms"
300249,818,27,"Westminster Pier, Westminster"
300246,819,38,"Belvedere Road 2, South Bank"
300239,820,24,"Victory Place, Walworth"
300221,821,27,"Battersea Power Station, Battersea Park"
300242,826,28,"Allington Street, Victoria"
300247,827,24,"Cranmer Road, Stockwell"
300225,828,32,"Normandy Road, Stockwell"
300230,829,25,"Wynne Road, Stockwell"
300229,830,27,"Sidney Road, Stockwell"
300215,831,25,"St John's Crescent, Brixton"
200240,832,30,"Ferndale Road, Brixton"
300206,833,42,"Saltoun Road, Brixton"
300216,834,26,"Gas Holders, Battersea Park"
300220,835,25,"Farringdon Street, Holborn"
300235,836,24,"York Way, Kings Cross"
300222,838,25,"Fore Street, Guildhall"
200144,839,30,"Sea Containers, South Bank"
002679,840,22,"George Row, Bermondsey"
002667,841,20,"Tower Wharf, Bermondsey"
300250,842,24,"Temple Gardens, Temple"
300252,844,35,"Canada Water Station, Rotherhithe"
300253,845,30,"Bermondsey Station, Bermondsey"
300063,846,30,"Burgess Park Albany Road, Walworth"
300062,847,24,"South Bermondsey Station, Bermondsey"
300061,849,19,"Crimscott Street, Bermondsey"
300060,850,22,"Brandon Street, Walworth"
300059,851,22,"The Blue, Bermondsey"
200081,852,27,"Coomer Place, West Kensington"
001100,857,35,"Strand, Strand"
