datetime,temp,precip
2022-04-03T07:00:00,2.1,0
2022-04-03T08:00:00,1.6,0
2022-04-03T09:00:00,4.6,0
2022-04-03T10:00:00,6.3,0
2022-04-03T11:00:00,6.8,0
2022-04-03T12:00:00,7.9,0
2022-04-03T13:00:00,8.6,0
2022-04-03T14:00:00,8.9,0
2022-04-03T15:00:00,8.9,0
2022-04-03T16:00:00,9.1,0
2022-04-03T17:00:00,8.9,0
2022-04-03T18:00:00,8.8,0
2022-04-03T19:00:00,8.6,0
2022-04-03T20:00:00,8.1,0
2022-04-03T21:00:00,7.1,0
2022-04-03T22:00:00,6.3,0
2022-04-03T23:00:00,5.8,0
2022-04-04T00:00:00,5.8,0
2022-04-04T01:00:00,5.8,0
2022-04-04T02:00:00,6,0
2022-04-04T03:00:00,6.1,0
2022-04-04T04:00:00,6.1,0
2022-04-04T05:00:00,6.1,0.001
2022-04-04T06:00:00,5.6,0.796
2022-04-04T07:00:00,5.1,0.995
2022-04-04T08:00:00,5.7,0.797
2022-04-04T09:00:00,6.1,0.796
2022-04-04T10:00:00,6.9,0.399
2022-04-04T11:00:00,7.7,0.598
2022-04-04T12:00:00,9,0.199
2022-04-04T13:00:00,10.6,0.016
2022-04-04T14:00:00,12.2,0
2022-04-04T15:00:00,13.8,0
2022-04-04T16:00:00,14.1,0
2022-04-04T17:00:00,14.3,0
2022-04-04T18:00:00,14.6,0
2022-04-04T19:00:00,14.3,0
2022-04-04T20:00:00,14,0
2022-04-04T21:00:00,13.5,0
2022-04-04T22:00:00,13.3,0
2022-04-04T23:00:00,13.1,0
2022-04-05T00:00:00,12.8,0
2022-04-05T01:00:00,12.8,0
2022-04-05T02:00:00,12.3,0
2022-04-05T03:00:00,12,0
2022-04-05T04:00:00,11.8,0
2022-04-05T05:00:00,11.5,0
2022-04-05T06:00:00,11.3,0
2022-04-05T07:00:00,11.5,0
2022-04-05T08:00:00,11.3,0
2022-04-05T09:00:00,11.6,0
2022-04-05T10:00:00,11.8,0
2022-04-05T11:00:00,12.6,0
2022-04-05T12:00:00,13.1,0
2022-04-05T13:00:00,13.3,0
2022-04-05T14:00:00,14.3,0
2022-04-05T15:00:00,14,0
2022-04-05T16:00:00,14.6,0
2022-04-05T17:00:00,14.3,0
2022-04-05T18:00:00,14,0
2022-04-05T19:00:00,13.1,0
2022-04-05T20:00:00,12.1,0
2022-04-05T21:00:00,10.8,0
2022-04-05T22:00:00,10.8,0
2022-04-05T23:00:00,10.6,0
2022-04-06T00:00:00,10.1,0
2022-04-06T01:00:00,10.3,0
2022-04-06T02:00:00,10.3,0
2022-04-06T03:00:00,10.1,0
2022-04-06T04:00:00,9.5,0
2022-04-06T05:00:00,9.8,0
2022-04-06T06:00:00,10.3,0
2022-04-06T07:00:00,10.6,0
2022-04-06T08:00:00,11.3,0
2022-04-06T09:00:00,11.1,0
2022-04-06T10:00:00,10.8,0.199
2022-04-06T11:00:00,11.8,0
2022-04-06T12:00:00,12.6,0
2022-04-06T13:00:00,13.6,0.005
2022-04-06T14:00:00,12.1,0
2022-04-06T15:00:00,13.6,0.002
2022-04-06T16:00:00,10.9,1.986
2022-04-06T17:00:00,11.6,0
2022-04-06T18:00:00,12,0.199
2022-04-06T19:00:00,10.8,0.823
2022-04-06T20:00:00,9.4,1.986
2022-04-06T21:00:00,10,3.972
2022-04-06T22:00:00,9.8,0
2022-04-06T23:00:00,10.1,0
2022-04-07T00:00:00,10.1,0.001
2022-04-07T01:00:00,10.3,0.004
2022-04-07T02:00:00,10.6,0
2022-04-07T03:00:00,8.6,1.989
2022-04-07T04:00:00,8.3,0.993
2022-04-07T05:00:00,8,0.794
2022-04-07T06:00:00,7.6,0.199
2022-04-07T07:00:00,7.5,0.036
2022-04-07T08:00:00,8.1,0
2022-04-07T09:00:00,9,0
2022-04-07T10:00:00,9.6,0
2022-04-07T11:00:00,10.8,0
2022-04-07T12:00:00,11.1,0
2022-04-07T13:00:00,12,0
2022-04-07T14:00:00,13.1,0
2022-04-07T15:00:00,13.6,0
2022-04-07T16:00:00,14.1,0
2022-04-07T17:00:00,13,0
2022-04-07T18:00:00,12,0
2022-04-07T19:00:00,10.6,0
2022-04-07T20:00:00,10,0
2022-04-07T21:00:00,9,0
2022-04-07T22:00:00,8.1,0
2022-04-07T23:00:00,7,0
2022-04-08T00:00:00,5.8,0
2022-04-08T01:00:00,5,0
2022-04-08T02:00:00,5.1,0
2022-04-08T03:00:00,4.5,0
2022-04-08T04:00:00,4.1,0
2022-04-08T05:00:00,3.5,0
2022-04-08T06:00:00,4.1,0
2022-04-08T07:00:00,4.1,0
2022-04-08T08:00:00,5.1,0
2022-04-08T09:00:00,6.5,0
2022-04-08T10:00:00,7,0
2022-04-08T11:00:00,7.5,0
2022-04-08T12:00:00,8.5,0
2022-04-08T13:00:00,10.1,0
2022-04-08T14:00:00,10.6,0
2022-04-08T15:00:00,11.1,0
2022-04-08T16:00:00,11.8,0
2022-04-08T17:00:00,11,0
2022-04-08T18:00:00,11.1,0
2022-04-08T19:00:00,10,0
2022-04-08T20:00:00,8.8,0
2022-04-08T21:00:00,8.6,0
2022-04-08T22:00:00,7.8,0.002
2022-04-08T23:00:00,6.1,0
2022-04-09T00:00:00,6,0
2022-04-09T01:00:00,5.1,0
2022-04-09T02:00:00,4.5,0
2022-04-09T03:00:00,4.8,0
2022-04-09T04:00:00,4,0
2022-04-09T05:00:00,3.5,0
2022-04-09T06:00:00,2.8,0
2022-04-09T07:00:00,2.8,0
2022-04-09T08:00:00,3.6,0
2022-04-09T09:00:00,5.3,0
2022-04-09T10:00:00,7.8,0
2022-04-09T11:00:00,9.6,0
2022-04-09T12:00:00,10.1,0
2022-04-09T13:00:00,11.3,0
2022-04-09T14:00:00,10.6,0
2022-04-09T15:00:00,11.6,0
2022-04-09T16:00:00,12.5,0
2022-04-09T17:00:00,12.1,0
2022-04-09T18:00:00,11.5,0
2022-04-09T19:00:00,10.8,0
2022-04-09T20:00:00,10,0
2022-04-09T21:00:00,9.6,0
2022-04-09T22:00:00,9.1,0
2022-04-09T23:00:00,9,0
2022-04-10T00:00:00,9,0
2022-04-10T01:00:00,7.8,0
2022-04-10T02:00:00,7.6,0
2022-04-10T03:00:00,5.8,0
2022-04-10T04:00:00,5.8,0
2022-04-10T05:00:00,3.8,0
2022-04-10T06:00:00,2.8,0
2022-04-10T07:00:00,2.1,0
2022-04-10T08:00:00,4.5,0
2022-04-10T09:00:00,6.8,0
2022-04-10T10:00:00,9.6,0
2022-04-10T11:00:00,11.1,0
2022-04-10T12:00:00,12.1,0
2022-04-10T13:00:00,12.8,0
2022-04-10T14:00:00,13.3,0
2022-04-10T15:00:00,13.1,0
2022-04-10T16:00:00,13.1,0
2022-04-10T17:00:00,12.6,0
2022-04-10T18:00:00,11.6,0
2022-04-10T19:00:00,11,0
2022-04-10T20:00:00,10.3,0
2022-04-10T21:00:00,9.8,0
2022-04-10T22:00:00,9.1,0
2022-04-10T23:00:00,9.1,0
